C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_40_112.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_40_112.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_40_112.jpg,0,0,0,1.436903E-05
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_40_187.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_40_187.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_40_187.jpg,0,0,0,6.46864E-06
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_40_256.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_40_256.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_40_256.jpg,0,0,0,1.909285E-05
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_40_325.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_40_325.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_40_325.jpg,0,0,0,1.333834E-05
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_40_394.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_40_394.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_40_394.jpg,0,0,0,1.62078E-05
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_40_465.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_40_465.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_40_465.jpg,0,0,0,1.409062E-06
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_40_537.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_40_537.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_40_537.jpg,0,0,0,1.242775E-06
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_40_605.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_40_605.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_40_605.jpg,0,0,0,7.502505E-06
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_40_673.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_40_673.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_40_673.jpg,0,0,0,2.414883E-06
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_40_741.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_40_741.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_40_741.jpg,0,0,0,2.237669E-06
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_40_809.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_40_809.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_40_809.jpg,0,0,0,8.829672E-06
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_40_876.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_40_876.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_40_876.jpg,0,0,0,1.406749E-05
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_40_944.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_40_944.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_40_944.jpg,0,0,0,1.104498E-05
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_41_012.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_41_012.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_41_012.jpg,0,0,0,1.310905E-05
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_41_079.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_41_079.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_41_079.jpg,0,0,0,8.589537E-06
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_41_148.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_41_148.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_41_148.jpg,0,0,0,4.343977E-06
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_41_215.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_41_215.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_41_215.jpg,0,0,0,8.68459E-06
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_41_282.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_41_282.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_41_282.jpg,0,0,0,1.98972E-05
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_41_349.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_41_349.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_41_349.jpg,0,0,0,2.245731E-05
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_02_59_41_424.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_02_59_41_424.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_02_59_41_424.jpg,0,0.1647891,0,0.05213895
