C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_03_08_23_783.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_03_08_23_783.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_03_08_23_783.jpg,0,0,0,0.0001300047
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_03_08_23_855.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_03_08_23_855.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_03_08_23_855.jpg,0,0,0,0.000150364
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_03_08_23_927.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_03_08_23_927.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_03_08_23_927.jpg,0,0,0,0.0001596126
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_03_08_23_998.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_03_08_23_998.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_03_08_23_998.jpg,0,0,0,0.0002036269
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_03_08_24_070.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_03_08_24_070.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_03_08_24_070.jpg,0,0,0,0.0002944407
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_03_08_24_142.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_03_08_24_142.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_03_08_24_142.jpg,0,0,0,2.672593E-05
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_03_08_24_212.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_03_08_24_212.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_03_08_24_212.jpg,0,0,0,4.063912E-05
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_03_08_24_281.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_03_08_24_281.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_03_08_24_281.jpg,0,0,0,5.609971E-05
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_03_08_24_354.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_03_08_24_354.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_03_08_24_354.jpg,0,0,0,7.71487E-05
C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\center_2022_11_26_03_08_24_425.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\left_2022_11_26_03_08_24_425.jpg,C:\Users\suraj\Desktop\MinorProjectNITP2022\IMG\right_2022_11_26_03_08_24_425.jpg,0,0,0,7.761185E-05
